,date,away,home,time,stadium,address,city,street
1388,"Friday, July 5, 2024",Kansas City Royals,Colorado Rockies,8:10 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
1389,"Friday, July 5, 2024",Houston Astros,Minnesota Twins,8:10 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
1390,"Friday, July 5, 2024",Baltimore Orioles,Oakland Athletics,9:40 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
1391,"Friday, July 5, 2024",Arizona D'Backs,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
1392,"Friday, July 5, 2024",Toronto Blue Jays,Seattle Mariners,9:40 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
1393,"Friday, July 5, 2024",Milwaukee Brewers,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
1394,"Saturday, July 6, 2024",Boston Red Sox,New York Yankees,1:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
1395,"Saturday, July 6, 2024",Houston Astros,Minnesota Twins,2:10 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
1396,"Saturday, July 6, 2024",Los Angeles Angels,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
1397,"Saturday, July 6, 2024",New York Mets,Pittsburgh Pirates,4:05 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
1398,"Saturday, July 6, 2024",Tampa Bay Rays,Texas Rangers,4:05 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
1399,"Saturday, July 6, 2024",St. Louis Cardinals,Washington Nationals,4:05 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
1400,"Saturday, July 6, 2024",Baltimore Orioles,Oakland Athletics,4:07 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
1401,"Saturday, July 6, 2024",Detroit Tigers,Cincinnati Reds,4:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1402,"Saturday, July 6, 2024",San Francisco Giants,Cleveland Guardians,4:10 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
1403,"Saturday, July 6, 2024",Chicago White Sox,Miami Marlins,4:10 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
1404,"Saturday, July 6, 2024",Toronto Blue Jays,Seattle Mariners,4:10 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
1405,"Saturday, July 6, 2024",Philadelphia Phillies,Atlanta Braves,7:15 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
1406,"Saturday, July 6, 2024",Milwaukee Brewers,Los Angeles Dodgers,7:15 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
1407,"Saturday, July 6, 2024",Kansas City Royals,Colorado Rockies,9:10 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
1408,"Saturday, July 6, 2024",Arizona D'Backs,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
1409,"Sunday, July 7, 2024",Philadelphia Phillies,Atlanta Braves,1:35 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
1410,"Sunday, July 7, 2024",Boston Red Sox,New York Yankees,1:35 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
1411,"Sunday, July 7, 2024",New York Mets,Pittsburgh Pirates,1:35 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
1412,"Sunday, July 7, 2024",St. Louis Cardinals,Washington Nationals,1:35 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
1413,"Sunday, July 7, 2024",Detroit Tigers,Cincinnati Reds,1:40 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1414,"Sunday, July 7, 2024",San Francisco Giants,Cleveland Guardians,1:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
1415,"Sunday, July 7, 2024",Chicago White Sox,Miami Marlins,1:40 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
1416,"Sunday, July 7, 2024",Houston Astros,Minnesota Twins,2:10 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
1417,"Sunday, July 7, 2024",Los Angeles Angels,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
1418,"Sunday, July 7, 2024",Tampa Bay Rays,Texas Rangers,2:35 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
1419,"Sunday, July 7, 2024",Kansas City Royals,Colorado Rockies,3:10 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
1420,"Sunday, July 7, 2024",Baltimore Orioles,Oakland Athletics,4:07 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
1421,"Sunday, July 7, 2024",Milwaukee Brewers,Los Angeles Dodgers,4:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
1422,"Sunday, July 7, 2024",Arizona D'Backs,San Diego Padres,4:10 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
1423,"Sunday, July 7, 2024",Toronto Blue Jays,Seattle Mariners,4:10 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
1424,"Monday, July 8, 2024",New York Mets,Pittsburgh Pirates,12:35 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
1425,"Monday, July 8, 2024",St. Louis Cardinals,Washington Nationals,4:05 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
1426,"Monday, July 8, 2024",Cleveland Guardians,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
1427,"Monday, July 8, 2024",Colorado Rockies,Cincinnati Reds,7:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1428,"Monday, July 8, 2024",Minnesota Twins,Chicago White Sox,8:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
1429,"Monday, July 8, 2024",Texas Rangers,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
1430,"Monday, July 8, 2024",Atlanta Braves,Arizona D'Backs,9:40 pm,,,,
1431,"Tuesday, July 9, 2024",Chicago Cubs,Baltimore Orioles,6:35 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
1432,"Tuesday, July 9, 2024",Cleveland Guardians,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
1433,"Tuesday, July 9, 2024",Los Angeles Dodgers,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
1434,"Tuesday, July 9, 2024",New York Yankees,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
1435,"Tuesday, July 9, 2024",Oakland Athletics,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
1436,"Tuesday, July 9, 2024",Colorado Rockies,Cincinnati Reds,7:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1437,"Tuesday, July 9, 2024",Washington Nationals,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
1438,"Tuesday, July 9, 2024",Kansas City Royals,St. Louis Cardinals,7:45 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
1439,"Tuesday, July 9, 2024",Minnesota Twins,Chicago White Sox,8:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
1440,"Tuesday, July 9, 2024",Miami Marlins,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
1441,"Tuesday, July 9, 2024",Pittsburgh Pirates,Milwaukee Brewers,8:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
1442,"Tuesday, July 9, 2024",Texas Rangers,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
1443,"Tuesday, July 9, 2024",Atlanta Braves,Arizona D'Backs,9:40 pm,,,,
1444,"Tuesday, July 9, 2024",Seattle Mariners,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
1445,"Tuesday, July 9, 2024",Toronto Blue Jays,San Francisco Giants,9:45 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
1446,"Wednesday, July 10, 2024",Minnesota Twins,Chicago White Sox,2:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
1447,"Wednesday, July 10, 2024",Chicago Cubs,Baltimore Orioles,6:35 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
1448,"Wednesday, July 10, 2024",Cleveland Guardians,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
1449,"Wednesday, July 10, 2024",Seattle Mariners,San Diego Padres,6:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
1450,"Wednesday, July 10, 2024",New York Yankees,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
1451,"Wednesday, July 10, 2024",Los Angeles Dodgers,Philadelphia Phillies,7:05 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
1452,"Wednesday, July 10, 2024",Oakland Athletics,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
1453,"Wednesday, July 10, 2024",Colorado Rockies,Cincinnati Reds,7:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1454,"Wednesday, July 10, 2024",Washington Nationals,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
1455,"Wednesday, July 10, 2024",Kansas City Royals,St. Louis Cardinals,7:45 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
1456,"Wednesday, July 10, 2024",Miami Marlins,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
1457,"Wednesday, July 10, 2024",Pittsburgh Pirates,Milwaukee Brewers,8:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
1458,"Wednesday, July 10, 2024",Texas Rangers,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
1459,"Wednesday, July 10, 2024",Atlanta Braves,Arizona D'Backs,9:40 pm,,,,
1460,"Wednesday, July 10, 2024",Toronto Blue Jays,San Francisco Giants,9:45 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
1461,"Thursday, July 11, 2024",Colorado Rockies,Cincinnati Reds,1:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1462,"Thursday, July 11, 2024",Cleveland Guardians,Detroit Tigers,1:10 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
1463,"Thursday, July 11, 2024",Washington Nationals,New York Mets,1:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
1464,"Thursday, July 11, 2024",Pittsburgh Pirates,Milwaukee Brewers,2:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
1465,"Thursday, July 11, 2024",Toronto Blue Jays,San Francisco Giants,3:45 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
1466,"Thursday, July 11, 2024",Los Angeles Dodgers,Philadelphia Phillies,6:05 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
1467,"Thursday, July 11, 2024",Chicago Cubs,Baltimore Orioles,6:35 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
1468,"Thursday, July 11, 2024",New York Yankees,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
1469,"Thursday, July 11, 2024",Oakland Athletics,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
1470,"Thursday, July 11, 2024",Miami Marlins,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
1471,"Thursday, July 11, 2024",Seattle Mariners,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
1472,"Thursday, July 11, 2024",Atlanta Braves,Arizona D'Backs,9:40 pm,,,,
1473,"Friday, July 12, 2024",Los Angeles Dodgers,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
1474,"Friday, July 12, 2024",Oakland Athletics,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
1475,"Friday, July 12, 2024",Cleveland Guardians,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
1476,"Friday, July 12, 2024",New York Yankees,Baltimore Orioles,7:05 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
1477,"Friday, July 12, 2024",Kansas City Royals,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
1478,"Friday, July 12, 2024",Miami Marlins,Cincinnati Reds,7:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1479,"Friday, July 12, 2024",Colorado Rockies,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
1480,"Friday, July 12, 2024",Pittsburgh Pirates,Chicago White Sox,8:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
1481,"Friday, July 12, 2024",Texas Rangers,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
1482,"Friday, July 12, 2024",Washington Nationals,Milwaukee Brewers,8:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
1483,"Friday, July 12, 2024",Chicago Cubs,St. Louis Cardinals,8:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
1484,"Friday, July 12, 2024",Seattle Mariners,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
1485,"Friday, July 12, 2024",Toronto Blue Jays,Arizona D'Backs,9:40 pm,,,,
1486,"Friday, July 12, 2024",Atlanta Braves,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
1487,"Friday, July 12, 2024",Minnesota Twins,San Francisco Giants,10:15 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
1488,"Saturday, July 13, 2024",Los Angeles Dodgers,Detroit Tigers,1:10 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
1489,"Saturday, July 13, 2024",Pittsburgh Pirates,Chicago White Sox,2:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
1490,"Saturday, July 13, 2024",Chicago Cubs,St. Louis Cardinals,2:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
1491,"Saturday, July 13, 2024",New York Yankees,Baltimore Orioles,4:05 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
1492,"Saturday, July 13, 2024",Oakland Athletics,Philadelphia Phillies,4:05 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
1493,"Saturday, July 13, 2024",Kansas City Royals,Boston Red Sox,4:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
1494,"Saturday, July 13, 2024",Miami Marlins,Cincinnati Reds,4:10 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1495,"Saturday, July 13, 2024",Texas Rangers,Houston Astros,4:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
1496,"Saturday, July 13, 2024",Washington Nationals,Milwaukee Brewers,4:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
1497,"Saturday, July 13, 2024",Colorado Rockies,New York Mets,4:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
1498,"Saturday, July 13, 2024",Cleveland Guardians,Tampa Bay Rays,4:10 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
1499,"Saturday, July 13, 2024",Atlanta Braves,San Diego Padres,7:15 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
1500,"Saturday, July 13, 2024",Minnesota Twins,San Francisco Giants,7:15 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
1501,"Saturday, July 13, 2024",Seattle Mariners,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
1502,"Saturday, July 13, 2024",Toronto Blue Jays,Arizona D'Backs,10:10 pm,,,,
1503,"Sunday, July 14, 2024",New York Yankees,Baltimore Orioles,11:35 am,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
1504,"Sunday, July 14, 2024",Kansas City Royals,Boston Red Sox,1:35 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
1505,"Sunday, July 14, 2024",Oakland Athletics,Philadelphia Phillies,1:35 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
1506,"Sunday, July 14, 2024",Miami Marlins,Cincinnati Reds,1:40 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
1507,"Sunday, July 14, 2024",Los Angeles Dodgers,Detroit Tigers,1:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
1508,"Sunday, July 14, 2024",Colorado Rockies,New York Mets,1:40 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
1509,"Sunday, July 14, 2024",Cleveland Guardians,Tampa Bay Rays,1:40 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
1510,"Sunday, July 14, 2024",Pittsburgh Pirates,Chicago White Sox,2:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
